year,make,model,displ,cylinders,trans,drive,fuel_type,city_mpg,highway_mpg,comb_mpg,co2_emissions
2023,Toyota,SUV,4.5,6,Manual,RWD,Regular,10.0,15.0,12.2,730.0
2024,Mazda,Minivan,3.9,6,CVT,4WD,Electric,88.2,94.5,91.0,104.0
2020,Audi,Sedan,5.1,8,Automatic,AWD,Electric,89.0,94.4,91.4,103.0
2020,Audi,Wagon,3.0,8,Automatic,FWD,Electric,92.0,96.2,93.9,45.0
2022,Toyota,Minivan,3.2,4,Automatic,FWD,Regular,17.7,24.6,20.8,412.0
2024,Ford,Coupe,4.7,4,Manual,FWD,Hybrid,26.3,30.6,28.3,328.0
2023,Subaru,SUV,2.8,4,Manual,FWD,Regular,14.7,19.4,16.8,562.0
2020,Tesla,Coupe,1.3,4,CVT,AWD,Regular,23.5,27.5,25.3,343.0
2023,Ford,Wagon,1.4,4,Automatic,RWD,Regular,19.1,25.7,22.0,396.0
2020,Audi,Wagon,1.6,6,Automatic,RWD,Regular,13.0,18.3,15.4,575.0
2020,Chevrolet,SUV,5.3,3,Manual,FWD,Regular,10.0,15.2,12.3,757.0
2020,Subaru,Coupe,3.4,4,CVT,FWD,Regular,13.2,19.2,15.9,560.0
2024,Toyota,Truck,4.6,6,CVT,FWD,Regular,10.0,15.0,12.2,684.0
2021,Audi,Coupe,3.0,4,Automatic,4WD,Premium,15.5,23.0,18.9,506.0
2023,Audi,Wagon,2.3,8,Manual,4WD,Regular,10.0,15.3,12.4,731.0
2024,Hyundai,Coupe,2.7,6,Automatic,RWD,Regular,22.8,27.6,24.9,331.0
2024,Toyota,Minivan,5.0,4,Manual,RWD,Hybrid,22.0,25.7,23.7,365.0
2024,Tesla,Sedan,4.1,4,CVT,FWD,Regular,16.0,19.9,17.8,483.0
2024,Toyota,Truck,5.7,4,Automatic,4WD,Premium,10.0,17.6,13.4,659.0
2024,Tesla,Hatchback,4.4,6,Automatic,AWD,Hybrid,22.1,27.4,24.5,392.0
2022,Subaru,Minivan,3.9,4,Automatic,4WD,Regular,15.0,21.6,17.9,459.0
2023,BMW,Sedan,4.1,6,CVT,RWD,Regular,10.0,15.0,12.2,722.0
2024,Chevrolet,Hatchback,5.7,6,Automatic,4WD,Electric,82.9,89.1,85.7,106.0
2023,Mercedes-Benz,SUV,4.9,4,CVT,RWD,Hybrid,26.5,34.1,29.9,296.0
2022,Toyota,Hatchback,1.1,8,Manual,FWD,Premium,14.5,19.0,16.5,523.0
2022,Volkswagen,Minivan,3.7,3,CVT,AWD,Regular,17.2,23.1,19.9,470.0
2023,Kia,Coupe,4.4,8,Manual,FWD,Hybrid,23.7,31.4,27.2,324.0
2020,Nissan,Minivan,4.7,4,CVT,FWD,Regular,10.0,16.6,13.0,678.0
2021,Nissan,Hatchback,2.1,6,CVT,AWD,Regular,13.2,16.5,14.6,616.0
2020,Toyota,Wagon,5.3,4,Automatic,AWD,Regular,10.0,15.0,12.2,723.0
2020,Tesla,Sedan,5.8,6,CVT,AWD,Regular,10.0,15.0,12.2,717.0
2020,Volkswagen,Sedan,2.2,4,Automatic,RWD,Diesel,15.8,23.1,19.1,447.0
2024,BMW,Hatchback,5.4,4,Manual,FWD,Electric,89.8,95.9,92.6,140.0
2022,Hyundai,Sedan,1.5,6,Manual,RWD,Premium,10.0,17.8,13.5,674.0
2020,Tesla,Wagon,1.3,4,Automatic,AWD,Regular,21.2,24.3,22.6,386.0
2022,Mazda,Minivan,1.6,6,Manual,RWD,Premium,16.6,21.7,18.9,496.0
2023,Mazda,Sedan,1.3,8,CVT,AWD,Premium,11.5,15.0,13.1,689.0
2021,Subaru,Hatchback,5.2,4,Automatic,4WD,Regular,12.4,17.2,14.6,609.0
2023,Nissan,Truck,1.3,4,Automatic,AWD,Hybrid,32.2,36.1,34.0,241.0
2023,Toyota,Truck,2.4,3,Automatic,FWD,Electric,93.1,97.7,95.2,77.0
2024,Mazda,SUV,1.5,6,Manual,FWD,Premium,14.5,21.6,17.7,521.0
2021,Toyota,Sedan,2.5,4,Manual,FWD,Regular,18.5,22.3,20.2,455.0
2023,Subaru,Minivan,1.5,4,CVT,RWD,Premium,18.8,24.1,21.2,392.0
2023,Nissan,Hatchback,4.3,4,CVT,FWD,Hybrid,27.0,34.6,30.5,283.0
2021,Ford,Sedan,1.7,4,Automatic,AWD,Regular,16.6,24.6,20.2,454.0
2021,BMW,Coupe,5.3,12,CVT,4WD,Electric,74.0,78.3,75.9,139.0
2023,Kia,Wagon,5.1,4,Manual,FWD,Regular,10.0,17.7,13.5,669.0
2021,Kia,Sedan,1.1,6,CVT,RWD,Premium,21.9,26.2,23.8,364.0
2023,Mazda,Sedan,5.5,6,Manual,4WD,Premium,10.0,15.1,12.3,727.0
2023,Kia,Truck,1.1,6,CVT,FWD,Premium,18.8,26.1,22.1,398.0
2024,Audi,Wagon,2.2,4,Manual,FWD,Electric,102.3,109.2,105.4,92.0
2020,BMW,Hatchback,1.2,6,Manual,4WD,Regular,19.0,26.3,22.3,428.0
2023,Tesla,Sedan,2.7,8,CVT,FWD,Regular,10.0,17.0,13.2,658.0
2022,Ford,Truck,3.6,3,CVT,RWD,Premium,10.0,15.0,12.2,734.0
2020,BMW,SUV,5.0,4,Manual,AWD,Regular,10.0,15.8,12.6,703.0
2020,Audi,Wagon,2.7,4,Automatic,AWD,Regular,20.9,25.8,23.1,379.0
2020,Lexus,Truck,4.5,4,CVT,4WD,Regular,10.0,15.3,12.4,714.0
2024,Tesla,Truck,1.9,4,Manual,AWD,Regular,23.3,27.1,25.0,382.0
2023,Audi,Minivan,4.8,6,CVT,FWD,Premium,10.0,15.0,12.2,740.0
2024,Toyota,Truck,2.2,4,CVT,FWD,Premium,17.0,24.3,20.3,428.0
2023,Subaru,Minivan,1.7,4,CVT,RWD,Regular,19.3,26.8,22.7,404.0
2024,Mercedes-Benz,Sedan,1.9,6,CVT,AWD,Regular,17.3,23.3,20.0,433.0
2024,Ford,Sedan,1.9,4,CVT,4WD,Regular,16.2,21.7,18.7,439.0
2022,Mercedes-Benz,SUV,3.6,6,Automatic,FWD,Regular,10.0,16.6,13.0,638.0
2024,Subaru,Coupe,5.2,4,Automatic,4WD,Regular,10.0,16.0,12.7,710.0
2021,Subaru,Coupe,1.4,8,Automatic,FWD,Regular,14.2,22.1,17.7,496.0
2022,Audi,Coupe,4.5,4,Manual,FWD,Premium,10.0,15.0,12.2,748.0
2024,Nissan,Minivan,4.3,6,Automatic,RWD,Premium,10.0,15.2,12.4,724.0
2020,Audi,Wagon,5.4,6,Automatic,AWD,Regular,10.0,17.6,13.4,668.0
2021,Mercedes-Benz,Wagon,2.2,4,Manual,RWD,Premium,19.0,26.6,22.4,388.0
2021,Audi,SUV,3.3,4,Automatic,AWD,Hybrid,36.7,42.2,39.2,237.0
2021,Toyota,Wagon,5.6,6,CVT,4WD,Regular,10.0,15.0,12.2,759.0
2022,Audi,Coupe,4.3,4,Automatic,AWD,Regular,15.0,22.1,18.2,448.0
2024,Volkswagen,Coupe,2.9,8,Automatic,4WD,Premium,17.9,23.9,20.6,428.0
2024,Kia,Truck,1.7,12,Automatic,FWD,Regular,10.0,16.9,13.1,705.0
2020,Mercedes-Benz,Wagon,2.3,4,CVT,4WD,Premium,10.5,15.8,12.9,666.0
2020,Volkswagen,Sedan,3.9,4,CVT,4WD,Electric,93.5,97.5,95.3,96.0
2021,Nissan,Sedan,4.6,4,CVT,FWD,Regular,10.0,15.0,12.2,715.0
2020,Subaru,Truck,1.6,4,CVT,4WD,Premium,22.0,27.8,24.6,356.0
2022,Mazda,Truck,4.0,6,Manual,4WD,Premium,10.3,15.0,12.4,681.0
2024,BMW,Truck,3.8,6,CVT,FWD,Regular,10.5,15.0,12.5,731.0
2021,Tesla,Sedan,3.6,4,CVT,FWD,Regular,19.9,25.1,22.2,403.0
2020,Kia,Coupe,4.5,3,CVT,FWD,Electric,93.2,98.5,95.6,64.0
2022,Tesla,Truck,5.2,4,CVT,AWD,Hybrid,23.2,27.6,25.2,361.0
2022,Audi,SUV,2.6,4,Manual,FWD,Diesel,26.1,29.8,27.8,324.0
2020,Lexus,Minivan,5.4,6,Automatic,FWD,Hybrid,16.4,24.1,19.9,433.0
2024,Kia,Truck,1.8,4,Automatic,4WD,Regular,27.5,31.1,29.1,345.0
2020,Toyota,Minivan,1.9,6,CVT,RWD,Regular,18.9,23.7,21.1,432.0
2021,Lexus,Hatchback,2.3,6,CVT,RWD,Regular,12.2,16.7,14.2,652.0
2020,Chevrolet,Truck,1.6,6,CVT,AWD,Regular,11.6,18.9,14.9,593.0
2022,Honda,Sedan,2.2,4,Automatic,AWD,Electric,92.0,97.0,94.2,62.0
2020,Honda,Wagon,1.5,6,Automatic,RWD,Hybrid,30.3,34.0,32.0,231.0
2024,Honda,Truck,5.1,6,CVT,RWD,Electric,87.5,90.6,88.9,80.0
2023,Chevrolet,Wagon,1.7,6,Automatic,FWD,Premium,17.8,24.4,20.8,454.0
2020,Tesla,Hatchback,4.7,4,Manual,4WD,Regular,10.0,16.6,13.0,673.0
2024,Toyota,SUV,1.2,4,CVT,FWD,Regular,16.3,21.4,18.6,499.0
2024,Lexus,Wagon,5.7,6,CVT,AWD,Regular,10.0,15.0,12.2,705.0
2022,Chevrolet,Minivan,4.6,4,Manual,RWD,Premium,10.0,15.0,12.2,715.0
2024,Honda,Coupe,1.0,4,Manual,AWD,Regular,24.2,30.1,26.8,321.0
2024,Nissan,Truck,4.8,8,Automatic,FWD,Hybrid,21.2,27.8,24.2,372.0
2024,Ford,Hatchback,3.6,3,Manual,AWD,Electric,92.6,96.0,94.2,67.0
2024,Lexus,Hatchback,4.9,4,CVT,AWD,Regular,12.9,18.6,15.5,557.0
2021,Mercedes-Benz,Wagon,3.6,4,Automatic,4WD,Regular,12.0,16.3,13.9,635.0
2021,Subaru,SUV,4.2,6,Manual,AWD,Premium,10.0,16.1,12.7,673.0
2022,Chevrolet,Sedan,4.9,4,Automatic,FWD,Regular,14.2,20.4,17.0,488.0
2020,Toyota,Truck,3.0,6,Automatic,4WD,Diesel,14.5,22.1,17.9,497.0
2024,Toyota,Hatchback,1.0,4,Automatic,AWD,Premium,22.3,27.3,24.5,336.0
2020,Mercedes-Benz,SUV,5.2,4,Automatic,FWD,Regular,13.6,19.3,16.1,576.0
2020,Volkswagen,Coupe,2.9,6,Manual,RWD,Regular,11.0,15.3,12.9,714.0
2022,Ford,Hatchback,3.5,4,CVT,4WD,Regular,18.2,22.6,20.2,428.0
2024,Lexus,SUV,1.0,8,CVT,AWD,Electric,94.8,98.0,96.2,104.0
2024,Mazda,Sedan,3.5,3,Manual,AWD,Regular,10.0,15.0,12.2,730.0
2023,Kia,Sedan,5.9,4,CVT,4WD,Electric,87.3,90.6,88.8,121.0
2020,Honda,Hatchback,2.4,4,Automatic,FWD,Premium,16.4,24.2,19.9,437.0
2020,Lexus,Minivan,3.0,4,Automatic,AWD,Premium,15.1,21.2,17.9,507.0
2021,Audi,Hatchback,4.4,12,Automatic,FWD,Regular,10.0,15.0,12.2,735.0
2023,Mazda,Wagon,5.1,8,Manual,4WD,Premium,10.0,15.0,12.2,734.0
2021,Volkswagen,Truck,3.1,3,Automatic,AWD,Premium,21.3,26.2,23.5,366.0
2021,Honda,SUV,2.5,6,Automatic,RWD,Regular,19.4,23.9,21.4,439.0
2021,Ford,Hatchback,5.7,6,Manual,RWD,Diesel,10.0,15.0,12.2,720.0
2022,BMW,Truck,4.4,4,Automatic,RWD,Premium,17.3,22.7,19.7,443.0
2022,Audi,Wagon,1.6,4,Automatic,4WD,Electric,98.9,106.5,102.3,72.0
2021,Volkswagen,Truck,1.3,8,CVT,AWD,Regular,14.8,20.7,17.4,498.0
2023,Tesla,Hatchback,3.4,8,Manual,4WD,Electric,91.4,97.0,93.9,90.0
2020,Honda,Sedan,2.1,12,Automatic,AWD,Regular,10.0,17.0,13.2,682.0
2023,Ford,SUV,2.3,6,Automatic,RWD,Electric,99.0,102.0,100.3,104.0
2024,Hyundai,SUV,5.4,6,Automatic,RWD,Hybrid,24.4,28.4,26.2,342.0
2022,Mazda,Sedan,1.4,4,Automatic,FWD,Regular,17.4,22.9,19.8,477.0
2020,Mazda,Minivan,4.6,4,CVT,4WD,Regular,10.0,16.5,12.9,691.0
2020,Kia,Hatchback,2.4,4,CVT,4WD,Premium,19.9,25.3,22.3,363.0
2024,Mercedes-Benz,SUV,4.8,6,CVT,FWD,Regular,10.0,15.0,12.3,699.0
2024,Ford,Hatchback,4.6,6,CVT,RWD,Regular,10.0,17.6,13.4,677.0
2021,Chevrolet,Wagon,1.0,6,Manual,RWD,Regular,18.8,23.5,20.9,419.0
2022,Hyundai,Hatchback,3.5,8,Automatic,4WD,Electric,81.5,88.4,84.6,97.0
2022,BMW,Truck,1.7,8,CVT,AWD,Electric,93.1,100.6,96.5,73.0
2023,Nissan,Sedan,5.3,12,Automatic,RWD,Premium,10.0,15.0,12.2,720.0
2021,Honda,Minivan,5.4,4,Manual,FWD,Premium,10.0,17.2,13.3,660.0
2021,Audi,Hatchback,3.1,6,Automatic,FWD,Premium,12.5,19.1,15.5,583.0
2021,Hyundai,Minivan,3.2,6,Automatic,FWD,Regular,11.8,19.4,15.2,580.0
2021,Ford,Minivan,2.5,4,CVT,4WD,Regular,14.7,19.0,16.7,558.0
2022,Tesla,Wagon,4.6,12,CVT,4WD,Premium,10.0,17.7,13.4,650.0
2022,Subaru,Coupe,2.8,8,Manual,4WD,Hybrid,25.0,28.3,26.5,339.0
2021,Honda,Sedan,2.3,4,Automatic,4WD,Premium,20.1,27.1,23.2,350.0
2023,Toyota,Minivan,3.2,3,CVT,FWD,Premium,15.7,20.9,18.0,507.0
2020,Mazda,SUV,1.5,6,CVT,FWD,Diesel,17.8,21.7,19.5,427.0
2020,Tesla,Truck,4.7,6,CVT,4WD,Regular,10.0,15.0,12.2,740.0
2023,Mercedes-Benz,SUV,1.1,8,Manual,4WD,Premium,10.0,15.0,12.2,692.0
2021,Ford,Wagon,4.2,4,Automatic,FWD,Regular,12.1,17.0,14.3,601.0
2022,BMW,Wagon,1.9,4,CVT,4WD,Regular,17.6,21.7,19.4,475.0
2020,Toyota,SUV,2.2,4,Automatic,4WD,Premium,23.9,28.0,25.8,376.0
2024,Kia,Sedan,4.2,3,Manual,4WD,Premium,10.0,15.0,12.2,674.0
2024,Audi,SUV,6.0,3,Automatic,4WD,Regular,10.0,15.1,12.3,701.0
2023,Lexus,Hatchback,4.9,8,CVT,RWD,Premium,13.5,18.8,15.9,596.0
2021,Volkswagen,SUV,2.1,4,Automatic,4WD,Premium,21.0,28.3,24.3,369.0
2020,Nissan,Truck,1.9,4,Automatic,FWD,Diesel,21.7,27.7,24.4,344.0
2021,Nissan,Truck,5.3,3,Manual,FWD,Electric,90.9,94.0,92.3,126.0
2020,Tesla,Coupe,3.2,4,Manual,FWD,Regular,12.9,18.5,15.5,585.0
2023,Toyota,Truck,1.7,6,Automatic,FWD,Hybrid,30.9,37.7,34.0,264.0
2023,Lexus,SUV,5.3,6,Automatic,4WD,Premium,10.0,15.0,12.2,690.0
2024,Lexus,Truck,5.1,6,Automatic,RWD,Diesel,17.6,22.7,19.9,489.0
2021,Mazda,Sedan,5.9,4,Manual,AWD,Premium,10.0,15.3,12.4,722.0
2024,Kia,Minivan,5.5,4,Manual,AWD,Regular,10.0,17.8,13.5,652.0
2021,Subaru,Truck,5.3,4,Automatic,AWD,Regular,11.2,16.6,13.6,683.0
2024,Mazda,Hatchback,1.3,4,Manual,AWD,Premium,24.1,30.8,27.1,310.0
2022,Hyundai,Sedan,1.5,6,CVT,FWD,Regular,18.0,22.5,20.0,422.0
2022,Mercedes-Benz,Coupe,3.8,4,Manual,4WD,Premium,13.1,20.0,16.2,529.0
2022,Nissan,Hatchback,3.7,6,Manual,4WD,Regular,10.7,15.3,12.8,687.0
2022,Hyundai,SUV,3.3,4,Manual,AWD,Regular,17.4,22.6,19.7,452.0
2020,BMW,Minivan,3.0,6,CVT,AWD,Regular,10.0,15.4,12.4,729.0
2022,Honda,SUV,3.2,8,CVT,RWD,Premium,10.0,17.6,13.4,638.0
2023,Chevrolet,Minivan,3.8,6,CVT,RWD,Regular,10.2,15.0,12.4,723.0
2023,Ford,Minivan,1.0,6,Automatic,RWD,Premium,17.0,21.0,18.8,461.0
2020,Audi,SUV,2.3,8,Automatic,FWD,Regular,13.4,19.9,16.3,543.0
2022,Kia,Hatchback,3.6,6,CVT,4WD,Diesel,14.7,20.6,17.4,535.0
2022,Mazda,Hatchback,4.6,4,Automatic,FWD,Regular,10.0,15.0,12.2,738.0
2022,Nissan,Minivan,1.9,4,Automatic,FWD,Regular,18.9,23.3,20.9,437.0
2024,Hyundai,Hatchback,3.7,6,Automatic,4WD,Premium,14.0,18.8,16.1,540.0
2021,Volkswagen,Minivan,4.6,6,CVT,RWD,Premium,14.8,20.0,17.1,558.0
2024,Tesla,Minivan,3.2,4,Manual,4WD,Regular,23.5,30.6,26.7,346.0
2021,Mercedes-Benz,Sedan,1.1,4,CVT,AWD,Hybrid,37.7,40.8,39.1,219.0
2022,Mercedes-Benz,Wagon,3.2,12,CVT,RWD,Regular,10.0,17.5,13.4,686.0
2022,Honda,Sedan,2.5,4,Automatic,4WD,Regular,15.7,20.8,18.0,505.0
2024,Ford,SUV,5.6,4,Automatic,FWD,Regular,10.0,15.0,12.2,703.0
2024,Ford,Wagon,1.6,4,Manual,4WD,Regular,21.2,26.7,23.7,379.0
2021,Mercedes-Benz,Truck,4.3,6,Manual,RWD,Regular,10.0,16.3,12.8,675.0
2023,Mercedes-Benz,SUV,1.3,4,Manual,AWD,Regular,21.2,24.4,22.6,352.0
2021,Lexus,Coupe,3.2,6,Manual,FWD,Diesel,16.0,22.6,19.0,459.0
2024,Mazda,Sedan,3.8,4,CVT,AWD,Regular,10.0,16.8,13.1,701.0
2024,Lexus,Hatchback,2.5,6,Manual,AWD,Premium,12.3,16.1,14.0,664.0
2020,Kia,Sedan,3.3,6,CVT,FWD,Regular,10.0,15.0,12.2,718.0
2024,Subaru,Hatchback,1.8,4,Automatic,4WD,Regular,16.7,20.7,18.5,475.0
2020,BMW,Wagon,2.5,4,Manual,4WD,Regular,12.8,19.7,15.9,587.0
2023,Volkswagen,Coupe,4.1,4,Automatic,AWD,Diesel,10.0,15.0,12.2,742.0
2021,BMW,Wagon,2.5,4,Automatic,4WD,Premium,10.6,17.6,13.7,658.0
2021,Mazda,Coupe,5.5,6,CVT,RWD,Electric,81.3,87.0,83.9,109.0
2020,Hyundai,Sedan,4.1,4,Manual,AWD,Regular,10.0,16.8,13.1,693.0
2021,Chevrolet,Hatchback,3.2,6,CVT,AWD,Diesel,18.5,24.3,21.1,421.0
2024,Mercedes-Benz,Wagon,1.2,4,Automatic,AWD,Premium,18.0,22.7,20.1,473.0
2022,Toyota,Coupe,3.5,4,Manual,RWD,Regular,10.6,18.1,14.0,632.0
2020,Subaru,Minivan,4.8,4,Automatic,AWD,Regular,10.0,16.6,13.0,681.0
2021,Kia,SUV,2.3,6,Automatic,4WD,Regular,13.4,18.8,15.8,521.0
2020,Honda,SUV,5.0,4,Manual,4WD,Premium,11.7,17.9,14.5,634.0
2020,Subaru,Wagon,2.3,6,Manual,4WD,Regular,13.1,19.1,15.8,543.0
2022,Mercedes-Benz,Hatchback,5.1,4,Manual,4WD,Premium,10.0,15.0,12.2,681.0
2024,Nissan,Minivan,1.4,3,CVT,AWD,Regular,21.0,26.1,23.3,378.0
2020,Kia,Wagon,5.3,6,CVT,RWD,Regular,10.0,15.0,12.2,722.0
2021,Chevrolet,Sedan,3.5,6,Automatic,FWD,Regular,10.5,18.5,14.1,639.0
2023,Nissan,Coupe,2.5,4,Manual,4WD,Premium,21.4,27.3,24.0,383.0
2020,Subaru,Sedan,2.3,6,Automatic,FWD,Regular,12.0,15.4,13.5,642.0
2020,Toyota,SUV,3.2,4,Automatic,FWD,Regular,18.6,24.2,21.1,476.0
2022,Toyota,Coupe,6.0,6,Automatic,AWD,Premium,10.0,15.0,12.2,724.0
2024,Lexus,Wagon,2.1,8,Automatic,4WD,Regular,12.8,17.3,14.8,567.0
2023,Chevrolet,Sedan,1.5,8,Automatic,4WD,Regular,10.0,15.2,12.4,748.0
2021,Ford,Truck,3.9,6,Manual,4WD,Regular,10.0,15.7,12.6,720.0
2023,Audi,Hatchback,3.4,4,CVT,FWD,Regular,16.0,23.9,19.5,464.0
2021,Volkswagen,Minivan,3.6,6,Manual,4WD,Regular,11.5,19.4,15.1,580.0
2024,Mercedes-Benz,Minivan,4.3,4,Manual,4WD,Regular,10.0,15.0,12.3,723.0
2021,Honda,Hatchback,2.3,4,Manual,RWD,Regular,13.5,19.2,16.0,512.0
2022,Mercedes-Benz,Truck,5.6,4,CVT,AWD,Regular,12.3,19.4,15.5,568.0
2022,Ford,SUV,3.2,8,CVT,4WD,Hybrid,21.0,25.2,22.9,437.0
2022,BMW,Coupe,1.6,8,CVT,4WD,Regular,17.4,24.2,20.4,417.0
2022,Lexus,Hatchback,4.7,4,Manual,AWD,Regular,12.0,19.4,15.3,584.0
2023,Lexus,Truck,4.2,6,CVT,AWD,Regular,10.0,16.3,12.8,661.0
2024,BMW,Wagon,2.6,6,Automatic,FWD,Regular,12.3,17.0,14.4,607.0
2021,Tesla,Minivan,4.1,4,CVT,FWD,Electric,88.0,95.7,91.5,72.0
2021,BMW,Truck,2.1,4,Manual,FWD,Premium,17.9,25.4,21.3,426.0
2022,Toyota,SUV,3.2,6,Manual,AWD,Regular,10.8,17.4,13.8,648.0
2022,Toyota,SUV,5.5,4,Automatic,RWD,Diesel,12.8,17.6,15.0,566.0
2020,Hyundai,Sedan,1.7,4,CVT,4WD,Regular,12.8,19.7,15.9,561.0
2024,Nissan,Hatchback,2.9,6,CVT,AWD,Hybrid,31.8,36.3,33.8,265.0
2023,Subaru,Sedan,5.1,8,Automatic,RWD,Electric,81.1,85.4,83.0,111.0
2021,Honda,Minivan,5.8,6,Manual,AWD,Premium,10.0,15.6,12.5,728.0
2020,Chevrolet,Truck,3.3,6,Manual,RWD,Regular,10.0,18.0,13.6,685.0
2020,Subaru,Coupe,3.5,4,CVT,AWD,Regular,16.5,23.5,19.7,439.0
2021,Mercedes-Benz,Coupe,3.9,4,CVT,AWD,Regular,14.7,21.4,17.7,496.0
2023,Hyundai,SUV,5.7,6,CVT,RWD,Regular,10.0,15.3,12.4,713.0
2020,Toyota,Coupe,5.3,4,CVT,RWD,Regular,10.0,15.0,12.2,702.0
2020,Lexus,Coupe,1.9,8,CVT,RWD,Hybrid,29.3,36.6,32.6,252.0
2024,Chevrolet,Minivan,3.2,4,Manual,RWD,Regular,20.1,25.9,22.7,403.0
2023,Toyota,Coupe,3.3,4,Manual,RWD,Premium,10.0,17.1,13.2,712.0
2020,Audi,Truck,4.9,4,Manual,RWD,Premium,10.0,15.4,12.4,696.0
2023,Honda,Coupe,4.0,8,Manual,RWD,Electric,87.2,94.0,90.3,144.0
2021,Nissan,Wagon,4.3,4,Automatic,RWD,Regular,15.5,22.9,18.8,461.0
2022,Tesla,Coupe,6.0,3,Manual,AWD,Regular,10.0,15.0,12.2,753.0
2020,Subaru,Coupe,1.4,4,Automatic,RWD,Diesel,27.1,30.1,28.4,322.0
2024,Subaru,Sedan,2.1,6,Manual,RWD,Electric,91.4,95.7,93.4,99.0
2021,BMW,Truck,3.0,4,CVT,AWD,Hybrid,25.1,32.7,28.5,303.0
2023,Ford,SUV,2.7,4,CVT,AWD,Premium,13.0,19.4,15.9,559.0
2021,BMW,Sedan,1.1,4,CVT,FWD,Regular,21.7,28.4,24.7,346.0
2020,Audi,Hatchback,1.5,6,Automatic,FWD,Regular,12.1,16.7,14.1,649.0
2023,Chevrolet,Truck,4.4,4,Manual,RWD,Regular,10.0,16.5,12.9,711.0
2022,Volkswagen,Wagon,5.4,4,Manual,RWD,Premium,10.0,16.2,12.8,681.0
2021,BMW,Truck,3.6,4,Automatic,FWD,Premium,14.6,18.5,16.4,509.0
2020,Tesla,Hatchback,3.7,6,Automatic,FWD,Premium,10.0,17.8,13.5,652.0
2024,Hyundai,Hatchback,2.3,6,Automatic,4WD,Hybrid,27.6,32.4,29.8,338.0
2023,BMW,Hatchback,4.8,4,Automatic,4WD,Premium,10.0,15.0,12.2,733.0
2021,BMW,Minivan,4.8,8,Automatic,RWD,Regular,10.0,15.0,12.2,752.0
2021,Volkswagen,SUV,3.9,8,CVT,4WD,Regular,10.0,15.0,12.2,710.0
2022,Ford,Coupe,2.1,4,Manual,FWD,Electric,98.2,104.3,100.9,78.0
2022,Honda,Truck,1.5,6,Automatic,RWD,Regular,21.0,25.2,22.9,382.0
2024,Hyundai,Minivan,1.3,6,CVT,AWD,Regular,15.2,22.2,18.3,462.0
2024,BMW,Coupe,4.0,8,Automatic,AWD,Regular,10.0,15.0,12.2,732.0
2020,Audi,Coupe,5.1,4,CVT,FWD,Regular,10.0,15.3,12.4,700.0
2020,Lexus,Wagon,5.3,4,Automatic,4WD,Regular,10.0,16.2,12.8,713.0
2024,Nissan,Hatchback,3.3,4,Manual,AWD,Hybrid,25.3,32.1,28.4,315.0
2024,Tesla,SUV,4.9,8,Automatic,4WD,Hybrid,13.0,17.2,14.9,626.0
2023,Volkswagen,Wagon,5.7,4,Automatic,AWD,Hybrid,17.4,25.2,20.9,392.0
2022,Nissan,Sedan,2.4,4,Manual,4WD,Regular,18.5,24.7,21.3,407.0
2020,Volkswagen,Minivan,3.0,4,Manual,AWD,Hybrid,34.3,37.4,35.7,241.0
2022,Audi,Minivan,5.7,4,Automatic,AWD,Hybrid,18.8,23.9,21.1,430.0
2022,Nissan,SUV,2.7,6,Manual,RWD,Hybrid,26.2,31.4,28.5,303.0
2024,Volkswagen,Coupe,5.6,4,Manual,RWD,Premium,10.0,17.0,13.2,708.0
2023,Mercedes-Benz,Minivan,5.9,4,CVT,FWD,Premium,11.6,16.1,13.6,650.0
2021,Nissan,SUV,4.3,8,Manual,AWD,Regular,10.0,15.0,12.2,710.0
2023,Ford,Minivan,5.1,4,Manual,4WD,Electric,90.0,93.3,91.5,94.0
2023,Kia,Minivan,4.7,6,Automatic,AWD,Regular,11.2,15.6,13.2,667.0
2022,Hyundai,Hatchback,4.5,4,Automatic,4WD,Regular,12.1,18.6,15.0,611.0
2023,Chevrolet,Sedan,2.5,4,CVT,4WD,Hybrid,31.0,37.2,33.8,255.0
2020,Honda,Hatchback,1.3,6,Automatic,AWD,Regular,18.9,22.3,20.4,405.0
2022,Mercedes-Benz,Sedan,2.7,6,Manual,4WD,Regular,13.1,16.7,14.7,608.0
2020,Mazda,Minivan,4.3,4,Manual,FWD,Hybrid,27.9,32.8,30.1,282.0
2021,Toyota,Wagon,1.5,8,Manual,RWD,Hybrid,23.7,30.4,26.7,310.0
2022,Audi,Coupe,1.1,8,Automatic,4WD,Regular,10.8,18.0,14.0,635.0
2021,Audi,Minivan,1.7,8,Manual,AWD,Electric,86.6,89.7,88.0,98.0
2022,BMW,Sedan,4.6,4,Manual,RWD,Regular,10.5,15.1,12.6,701.0
2024,Lexus,Sedan,5.9,4,CVT,FWD,Regular,10.0,15.1,12.3,728.0
2023,Tesla,Sedan,5.9,6,CVT,4WD,Regular,10.0,17.6,13.4,652.0
2024,Chevrolet,Minivan,3.5,6,CVT,4WD,Regular,10.0,15.5,12.5,713.0
2021,Toyota,SUV,5.3,4,Automatic,RWD,Regular,10.0,15.0,12.2,717.0
2023,Audi,Wagon,4.7,6,Manual,4WD,Regular,10.0,15.0,12.2,745.0
2022,Hyundai,SUV,3.5,3,Manual,AWD,Hybrid,31.7,36.8,34.0,261.0
